Codi,UTM_X,UTM_Y,Cota,Valor,Clase
A4-05,421762.0,4578961.0,-11,4,arcillas y limos
A4-05,421762.0,4578961.0,-10,4,arcillas y limos
A4-05,421762.0,4578961.0,-9,4,arcillas y limos
A4-05,421762.0,4578961.0,-8,4,arcillas y limos
A4-05,421762.0,4578961.0,-7,4,arcillas y limos
A4-05,421762.0,4578961.0,-6,4,arcillas y limos
A4-05,421762.0,4578961.0,-5,4,arcillas y limos
A4-05,421762.0,4578961.0,-4,4,arcillas y limos
A4-05,421762.0,4578961.0,-3,4,arcillas y limos
A4-05,421762.0,4578961.0,-2,4,arcillas y limos
A4-05,421762.0,4578961.0,-1,4,arcillas y limos
A4-05,421762.0,4578961.0,0,4,arcillas y limos
A4-05,421762.0,4578961.0,1,4,arcillas y limos
A4-05,421762.0,4578961.0,2,4,arcillas y limos
A4-05,421762.0,4578961.0,3,4,arcillas y limos
A4-05,421762.0,4578961.0,4,4,arcillas y limos
A4-05,421762.0,4578961.0,5,4,arcillas y limos
A4-05,421762.0,4578961.0,6,4,arcillas y limos
A4-05,421762.0,4578961.0,7,4,arcillas y limos
A4-06,421718.0,4578992.0,-28,S,
A4-06,421718.0,4578992.0,-27,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-26,7,gravillas y gravas
A4-06,421718.0,4578992.0,-25,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-24,7,gravillas y gravas
A4-06,421718.0,4578992.0,-23,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-22,7,gravillas y gravas
A4-06,421718.0,4578992.0,-21,7,gravillas y gravas
A4-06,421718.0,4578992.0,-20,7,gravillas y gravas
A4-06,421718.0,4578992.0,-19,0.03,arcillas y limos
A4-06,421718.0,4578992.0,-18,0.16,arcillas y limos
A4-06,421718.0,4578992.0,-17,7,gravillas y gravas
A4-06,421718.0,4578992.0,-16,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-15,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-14,7,gravillas y gravas
A4-06,421718.0,4578992.0,-13,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-12,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-11,7.0,gravillas y gravas
A4-06,421718.0,4578992.0,-10,7,gravillas y gravas
A4-06,421718.0,4578992.0,-9,4,arcillas y limos
A4-06,421718.0,4578992.0,-8,4,arcillas y limos
A4-06,421718.0,4578992.0,-7,4,arcillas y limos
A4-06,421718.0,4578992.0,-6,4,arcillas y limos
A4-06,421718.0,4578992.0,-5,4,arcillas y limos
A4-06,421718.0,4578992.0,-4,4,arcillas y limos
A4-06,421718.0,4578992.0,-3,4,arcillas y limos
A4-06,421718.0,4578992.0,-2,4,arcillas y limos
A4-06,421718.0,4578992.0,-1,4,arcillas y limos
A4-06,421718.0,4578992.0,0,4,arcillas y limos
A4-06,421718.0,4578992.0,1,4,arcillas y limos
A4-06,421718.0,4578992.0,2,4,arcillas y limos
A4-06,421718.0,4578992.0,3,4,arcillas y limos
A4-06,421718.0,4578992.0,4,4,arcillas y limos
A4-06,421718.0,4578992.0,5,4,arcillas y limos
A4-06,421718.0,4578992.0,6,4,arcillas y limos
A4-06,421718.0,4578992.0,7,4,arcillas y limos
A4-07,421789.0,4579028.0,-30,S,
A4-07,421789.0,4579028.0,-29,0.16,arcillas y limos
A4-07,421789.0,4579028.0,-28,11,gravillas y gravas
A4-07,421789.0,4579028.0,-27,11.0,gravillas y gravas
A4-07,421789.0,4579028.0,-26,11,gravillas y gravas
A4-07,421789.0,4579028.0,-25,11.0,gravillas y gravas
A4-07,421789.0,4579028.0,-24,11,gravillas y gravas
A4-07,421789.0,4579028.0,-23,11.0,gravillas y gravas
A4-07,421789.0,4579028.0,-22,11,gravillas y gravas
A4-07,421789.0,4579028.0,-21,11,gravillas y gravas
A4-07,421789.0,4579028.0,-20,0.16,arcillas y limos
A4-07,421789.0,4579028.0,-19,0.16,arcillas y limos
A4-07,421789.0,4579028.0,-18,7,gravillas y gravas
A4-07,421789.0,4579028.0,-17,7,gravillas y gravas
A4-07,421789.0,4579028.0,-16,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-15,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-14,7,gravillas y gravas
A4-07,421789.0,4579028.0,-13,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-12,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-11,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-10,7,gravillas y gravas
A4-07,421789.0,4579028.0,-9,7,gravillas y gravas
A4-07,421789.0,4579028.0,-8,7,gravillas y gravas
A4-07,421789.0,4579028.0,-7,7,gravillas y gravas
A4-07,421789.0,4579028.0,-6,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-5,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-4,7.0,gravillas y gravas
A4-07,421789.0,4579028.0,-3,7,gravillas y gravas
A4-07,421789.0,4579028.0,-2,0.01,arcillas y limos
A4-07,421789.0,4579028.0,-1,0.01,arcillas y limos
A4-07,421789.0,4579028.0,0,4,arcillas y limos
A4-07,421789.0,4579028.0,1,4,arcillas y limos
A4-07,421789.0,4579028.0,2,4,arcillas y limos
A4-07,421789.0,4579028.0,3,4,arcillas y limos
A4-07,421789.0,4579028.0,4,4,arcillas y limos
A4-07,421789.0,4579028.0,5,4,arcillas y limos
A4-07,421789.0,4579028.0,6,4,arcillas y limos
A4-07,421789.0,4579028.0,7,4,arcillas y limos
A4-08,421830.0,4579081.0,-25,0.16,arcillas y limos
A4-08,421830.0,4579081.0,-24,0.16,arcillas y limos
A4-08,421830.0,4579081.0,-23,0.16,arcillas y limos
A4-08,421830.0,4579081.0,-22,0.16,arcillas y limos
A4-08,421830.0,4579081.0,-21,0.16,arcillas y limos
A4-08,421830.0,4579081.0,-20,0.16,arcillas y limos
A4-08,421830.0,4579081.0,-19,0.16,arcillas y limos
A4-08,421830.0,4579081.0,-18,1.15,arenas
A4-08,421830.0,4579081.0,-17,0.0004,arcillas y limos
A4-08,421830.0,4579081.0,-16,65,arcillas y limos
A4-08,421830.0,4579081.0,-15,65,arcillas y limos
A4-08,421830.0,4579081.0,-14,65,arcillas y limos
A4-08,421830.0,4579081.0,-13,65,arcillas y limos
A4-08,421830.0,4579081.0,-12,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-11,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-10,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-9,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-8,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-7,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-6,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-5,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-4,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-3,7.0,gravillas y gravas
A4-08,421830.0,4579081.0,-2,0.0004,arcillas y limos
A4-08,421830.0,4579081.0,-1,4,arcillas y limos
A4-08,421830.0,4579081.0,0,4,arcillas y limos
A4-08,421830.0,4579081.0,1,4,arcillas y limos
A4-08,421830.0,4579081.0,2,4,arcillas y limos
A4-08,421830.0,4579081.0,3,4,arcillas y limos
A4-08,421830.0,4579081.0,4,4,arcillas y limos
A4-08,421830.0,4579081.0,5,0.03,arcillas y limos
A4-08,421830.0,4579081.0,6,0.03,arcillas y limos
A4-08,421830.0,4579081.0,7,0.03,arcillas y limos
A4-09,421856.0,4578989.0,-45,S,
A4-09,421856.0,4578989.0,-44,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-43,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-42,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-41,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-40,3.5,arenas
A4-09,421856.0,4578989.0,-39,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-38,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-37,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-36,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-35,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-34,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-33,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-32,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-31,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-30,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-29,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-28,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-27,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-26,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-25,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-24,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-23,65,arcillas y limos
A4-09,421856.0,4578989.0,-22,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-21,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-20,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-19,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-18,65,arcillas y limos
A4-09,421856.0,4578989.0,-17,0.01,arcillas y limos
A4-09,421856.0,4578989.0,-16,0.01,arcillas y limos
A4-09,421856.0,4578989.0,-15,65,arcillas y limos
A4-09,421856.0,4578989.0,-14,65,arcillas y limos
A4-09,421856.0,4578989.0,-13,65,arcillas y limos
A4-09,421856.0,4578989.0,-12,65,arcillas y limos
A4-09,421856.0,4578989.0,-11,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-10,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-9,0.45,arcillas y limos
A4-09,421856.0,4578989.0,-8,0.0004,arcillas y limos
A4-09,421856.0,4578989.0,-7,0.0004,arcillas y limos
A4-09,421856.0,4578989.0,-6,7.0,gravillas y gravas
A4-09,421856.0,4578989.0,-5,7.0,gravillas y gravas
A4-09,421856.0,4578989.0,-4,7.0,gravillas y gravas
A4-09,421856.0,4578989.0,-3,65,arcillas y limos
A4-09,421856.0,4578989.0,-2,65,arcillas y limos
A4-09,421856.0,4578989.0,-1,7.0,gravillas y gravas
A4-09,421856.0,4578989.0,0,7.0,gravillas y gravas
A4-09,421856.0,4578989.0,1,7.0,gravillas y gravas
A4-09,421856.0,4578989.0,2,7.0,gravillas y gravas
A4-09,421856.0,4578989.0,3,7,gravillas y gravas
A4-09,421856.0,4578989.0,4,4,arcillas y limos
A4-09,421856.0,4578989.0,5,4,arcillas y limos
A4-09,421856.0,4578989.0,6,4,arcillas y limos
A5-01,428209.0,4579026.0,-29,7,gravillas y gravas
A5-01,428209.0,4579026.0,-28,7,gravillas y gravas
A5-01,428209.0,4579026.0,-27,7.0,gravillas y gravas
A5-01,428209.0,4579026.0,-26,7,gravillas y gravas
A5-01,428209.0,4579026.0,-25,7.0,gravillas y gravas
A5-01,428209.0,4579026.0,-24,7,gravillas y gravas
A5-01,428209.0,4579026.0,-23,7.0,gravillas y gravas
A5-01,428209.0,4579026.0,-22,7,gravillas y gravas
A5-01,428209.0,4579026.0,-21,7,gravillas y gravas
A5-01,428209.0,4579026.0,-20,7,gravillas y gravas
A5-01,428209.0,4579026.0,-19,7.0,gravillas y gravas
A5-01,428209.0,4579026.0,-18,7,gravillas y gravas
A5-01,428209.0,4579026.0,-17,7,gravillas y gravas
A5-01,428209.0,4579026.0,-16,7.0,gravillas y gravas
A5-01,428209.0,4579026.0,-15,30.0,gravillas y gravas
A5-01,428209.0,4579026.0,-14,30,gravillas y gravas
A5-01,428209.0,4579026.0,-13,30.0,gravillas y gravas
A5-01,428209.0,4579026.0,-12,30.0,gravillas y gravas
A5-01,428209.0,4579026.0,-11,1.15,arenas
A5-01,428209.0,4579026.0,-10,1.15,arenas
A5-01,428209.0,4579026.0,-9,1.15,arenas
A5-01,428209.0,4579026.0,-8,1.15,arenas
A5-01,428209.0,4579026.0,-7,1.15,arenas
A5-01,428209.0,4579026.0,-6,1.15,arenas
A5-01,428209.0,4579026.0,-5,1.15,arenas
A5-01,428209.0,4579026.0,-4,1.15,arenas
A5-01,428209.0,4579026.0,-3,1.15,arenas
A5-01,428209.0,4579026.0,-2,1.15,arenas
A5-01,428209.0,4579026.0,-1,1.15,arenas
A5-01,428209.0,4579026.0,0,1.15,arenas
A5-01,428209.0,4579026.0,1,1.15,arenas
A5-01,428209.0,4579026.0,2,1,arcillas y limos
A5-01,428209.0,4579026.0,3,1,arcillas y limos
A5-01,428209.0,4579026.0,4,65,arcillas y limos
A5-01,428209.0,4579026.0,5,65,arcillas y limos
A5-01,428209.0,4579026.0,6,65,arcillas y limos
A5-01,428209.0,4579026.0,7,65,arcillas y limos
A5-02,427697.0,4579247.0,-26,S,
A5-02,427697.0,4579247.0,-25,7.0,gravillas y gravas
A5-02,427697.0,4579247.0,-24,7,gravillas y gravas
A5-02,427697.0,4579247.0,-23,7.0,gravillas y gravas
A5-02,427697.0,4579247.0,-22,7,gravillas y gravas
A5-02,427697.0,4579247.0,-21,7,gravillas y gravas
A5-02,427697.0,4579247.0,-20,7,gravillas y gravas
A5-02,427697.0,4579247.0,-19,7.0,gravillas y gravas
A5-02,427697.0,4579247.0,-18,7,gravillas y gravas
A5-02,427697.0,4579247.0,-17,7,gravillas y gravas
A5-02,427697.0,4579247.0,-16,7.0,gravillas y gravas
A5-02,427697.0,4579247.0,-15,7.0,gravillas y gravas
A5-02,427697.0,4579247.0,-14,7,gravillas y gravas
A5-02,427697.0,4579247.0,-13,1.15,arenas
A5-02,427697.0,4579247.0,-12,1.15,arenas
A5-02,427697.0,4579247.0,-11,1.15,arenas
A5-02,427697.0,4579247.0,-10,1.15,arenas
A5-02,427697.0,4579247.0,-9,1.15,arenas
A5-02,427697.0,4579247.0,-8,1.15,arenas
A5-02,427697.0,4579247.0,-7,1.15,arenas
A5-02,427697.0,4579247.0,-6,7.0,gravillas y gravas
A5-02,427697.0,4579247.0,-5,1.15,arenas
A5-02,427697.0,4579247.0,-4,1.15,arenas
A5-02,427697.0,4579247.0,-3,1.15,arenas
A5-02,427697.0,4579247.0,-2,1.15,arenas
A5-02,427697.0,4579247.0,-1,1.15,arenas
A5-02,427697.0,4579247.0,0,1.15,arenas
A5-02,427697.0,4579247.0,1,1,arcillas y limos
A5-02,427697.0,4579247.0,2,1,arcillas y limos
A5-02,427697.0,4579247.0,3,1.15,arenas
A5-02,427697.0,4579247.0,4,1.15,arenas
A5-02,427697.0,4579247.0,5,1.15,arenas
A5-02,427697.0,4579247.0,6,65,arcillas y limos
A5-02,427697.0,4579247.0,7,65,arcillas y limos
A5-03,427369.0,4579475.0,-30,S,
A5-03,427369.0,4579475.0,-29,7,gravillas y gravas
A5-03,427369.0,4579475.0,-28,7,gravillas y gravas
A5-03,427369.0,4579475.0,-27,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-26,7,gravillas y gravas
A5-03,427369.0,4579475.0,-25,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-24,7,gravillas y gravas
A5-03,427369.0,4579475.0,-23,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-22,7,gravillas y gravas
A5-03,427369.0,4579475.0,-21,7,gravillas y gravas
A5-03,427369.0,4579475.0,-20,7,gravillas y gravas
A5-03,427369.0,4579475.0,-19,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-18,7,gravillas y gravas
A5-03,427369.0,4579475.0,-17,7,gravillas y gravas
A5-03,427369.0,4579475.0,-16,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-15,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-14,7,gravillas y gravas
A5-03,427369.0,4579475.0,-13,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-12,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-11,7.0,gravillas y gravas
A5-03,427369.0,4579475.0,-10,7,gravillas y gravas
A5-03,427369.0,4579475.0,-9,7,gravillas y gravas
A5-03,427369.0,4579475.0,-8,7,gravillas y gravas
A5-03,427369.0,4579475.0,-7,1.15,arenas
A5-03,427369.0,4579475.0,-6,1.15,arenas
A5-03,427369.0,4579475.0,-5,1.15,arenas
A5-03,427369.0,4579475.0,-4,1.15,arenas
A5-03,427369.0,4579475.0,-3,7,gravillas y gravas
A5-03,427369.0,4579475.0,-2,1.15,arenas
A5-03,427369.0,4579475.0,-1,1.15,arenas
A5-03,427369.0,4579475.0,0,1.15,arenas
A5-03,427369.0,4579475.0,1,1.15,arenas
A5-03,427369.0,4579475.0,2,1,arcillas y limos
A5-03,427369.0,4579475.0,3,1.15,arenas
A5-03,427369.0,4579475.0,4,1,arcillas y limos
A5-03,427369.0,4579475.0,5,1,arcillas y limos
A5-03,427369.0,4579475.0,6,65,arcillas y limos
A5-03,427369.0,4579475.0,7,65,arcillas y limos
A5-04,426775.0,4579614.0,-10,S,
A5-04,426775.0,4579614.0,-9,1.15,arenas
A5-04,426775.0,4579614.0,-8,1.15,arenas
A5-04,426775.0,4579614.0,-7,1.15,arenas
A5-04,426775.0,4579614.0,-6,1.15,arenas
A5-04,426775.0,4579614.0,-5,1.15,arenas
A5-04,426775.0,4579614.0,-4,1,arcillas y limos
A5-04,426775.0,4579614.0,-3,1,arcillas y limos
A5-04,426775.0,4579614.0,-2,1,arcillas y limos
A5-04,426775.0,4579614.0,-1,1.15,arenas
A5-04,426775.0,4579614.0,0,1,arcillas y limos
A5-04,426775.0,4579614.0,1,1,arcillas y limos
A5-04,426775.0,4579614.0,2,1,arcillas y limos
A5-04,426775.0,4579614.0,3,1,arcillas y limos
A5-04,426775.0,4579614.0,4,65,arcillas y limos
A5-04,426775.0,4579614.0,5,65,arcillas y limos
A5-04,426775.0,4579614.0,6,65,arcillas y limos
A5-04,426775.0,4579614.0,7,65,arcillas y limos
A5-05,426556.0,4579775.0,-3,S,
A5-05,426556.0,4579775.0,-2,1.15,arenas
A5-05,426556.0,4579775.0,-1,1.15,arenas
A5-05,426556.0,4579775.0,0,7.0,gravillas y gravas
A5-05,426556.0,4579775.0,1,7.0,gravillas y gravas
A5-05,426556.0,4579775.0,2,7.0,gravillas y gravas
A5-05,426556.0,4579775.0,3,7,gravillas y gravas
A5-05,426556.0,4579775.0,4,7,gravillas y gravas
A5-05,426556.0,4579775.0,5,7.0,gravillas y gravas
A5-05,426556.0,4579775.0,6,65,arcillas y limos
A5-05,426556.0,4579775.0,7,65,arcillas y limos
A5-06,426415.0,4580031.0,3,S,
A5-06,426415.0,4580031.0,4,7,gravillas y gravas
A5-06,426415.0,4580031.0,5,7.0,gravillas y gravas
A5-06,426415.0,4580031.0,6,7.0,gravillas y gravas
A5-06,426415.0,4580031.0,7,7,gravillas y gravas
A5-07,427548.0,4579208.0,-13,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-12,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-11,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-10,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-9,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-8,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-7,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-6,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-5,7.0,gravillas y gravas
A5-07,427548.0,4579208.0,-4,1.15,arenas
A5-07,427548.0,4579208.0,-3,1.15,arenas
A5-07,427548.0,4579208.0,-2,1.15,arenas
A5-07,427548.0,4579208.0,-1,1.15,arenas
A5-07,427548.0,4579208.0,0,1,arcillas y limos
A5-07,427548.0,4579208.0,1,1,arcillas y limos
A5-07,427548.0,4579208.0,2,1,arcillas y limos
A5-07,427548.0,4579208.0,3,1,arcillas y limos
A5-07,427548.0,4579208.0,4,65,arcillas y limos
A5-07,427548.0,4579208.0,5,65,arcillas y limos
A5-07,427548.0,4579208.0,6,65,arcillas y limos
A5-08,425920.0,4579280.0,-7,0.45,arcillas y limos
A5-08,425920.0,4579280.0,-6,1.15,arenas
A5-08,425920.0,4579280.0,-5,0.45,arcillas y limos
A5-08,425920.0,4579280.0,-4,3.5,arenas
A5-08,425920.0,4579280.0,-3,3.5,arenas
A5-08,425920.0,4579280.0,-2,3.5,arenas
A5-08,425920.0,4579280.0,-1,3.5,arenas
A5-08,425920.0,4579280.0,0,3.5,arenas
A5-08,425920.0,4579280.0,1,0.0001,arcillas y limos
A5-08,425920.0,4579280.0,2,0.0001,arcillas y limos
A5-08,425920.0,4579280.0,3,0.0001,arcillas y limos
A5-08,425920.0,4579280.0,4,0.0001,arcillas y limos
A5-08,425920.0,4579280.0,5,65,arcillas y limos
A5-08,425920.0,4579280.0,6,65,arcillas y limos
A5-08,425920.0,4579280.0,7,65,arcillas y limos
A5-09,427570.0,4579170.0,-20,7,gravillas y gravas
A5-09,427570.0,4579170.0,-19,7.0,gravillas y gravas
A5-09,427570.0,4579170.0,-18,7,gravillas y gravas
A5-09,427570.0,4579170.0,-17,7,gravillas y gravas
A5-09,427570.0,4579170.0,-16,7.0,gravillas y gravas
A5-09,427570.0,4579170.0,-15,7.0,gravillas y gravas
A5-09,427570.0,4579170.0,-14,7,gravillas y gravas
A5-09,427570.0,4579170.0,-13,7.0,gravillas y gravas
A5-09,427570.0,4579170.0,-12,7.0,gravillas y gravas
A5-09,427570.0,4579170.0,-11,7.0,gravillas y gravas
A5-09,427570.0,4579170.0,-10,1.15,arenas
A5-09,427570.0,4579170.0,-9,1.15,arenas
A5-09,427570.0,4579170.0,-8,1.15,arenas
A5-09,427570.0,4579170.0,-7,1.15,arenas
A5-09,427570.0,4579170.0,-6,1.15,arenas
A5-09,427570.0,4579170.0,-5,1.15,arenas
A5-09,427570.0,4579170.0,-4,1.15,arenas
A5-09,427570.0,4579170.0,-3,1.15,arenas
A5-09,427570.0,4579170.0,-2,1.15,arenas
A5-09,427570.0,4579170.0,-1,1.15,arenas
A5-09,427570.0,4579170.0,0,1,arcillas y limos
A5-09,427570.0,4579170.0,1,1,arcillas y limos
A5-09,427570.0,4579170.0,2,1,arcillas y limos
A5-09,427570.0,4579170.0,3,1,arcillas y limos
A5-09,427570.0,4579170.0,4,65,arcillas y limos
A5-09,427570.0,4579170.0,5,65,arcillas y limos
A5-09,427570.0,4579170.0,6,65,arcillas y limos
A5-10,426780.0,4578820.0,-28,S,
A5-10,426780.0,4578820.0,-27,1.15,arenas
A5-10,426780.0,4578820.0,-26,1.15,arenas
A5-10,426780.0,4578820.0,-25,1.15,arenas
A5-10,426780.0,4578820.0,-24,1.15,arenas
A5-10,426780.0,4578820.0,-23,1.15,arenas
A5-10,426780.0,4578820.0,-22,1.15,arenas
A5-10,426780.0,4578820.0,-21,1.15,arenas
A5-10,426780.0,4578820.0,-20,1.15,arenas
A5-10,426780.0,4578820.0,-19,1.15,arenas
A5-10,426780.0,4578820.0,-18,1.15,arenas
A5-10,426780.0,4578820.0,-17,1.15,arenas
A5-10,426780.0,4578820.0,-16,1.15,arenas
A5-10,426780.0,4578820.0,-15,1.15,arenas
A5-10,426780.0,4578820.0,-14,1.15,arenas
A5-10,426780.0,4578820.0,-13,1.15,arenas
A5-10,426780.0,4578820.0,-12,1.15,arenas
A5-10,426780.0,4578820.0,-11,1.15,arenas
A5-10,426780.0,4578820.0,-10,1.15,arenas
A5-10,426780.0,4578820.0,-9,1.15,arenas
A5-10,426780.0,4578820.0,-8,1.15,arenas
A5-10,426780.0,4578820.0,-7,1.15,arenas
A5-10,426780.0,4578820.0,-6,1.15,arenas
A5-10,426780.0,4578820.0,-5,1.15,arenas
A5-10,426780.0,4578820.0,-4,1.15,arenas
A5-10,426780.0,4578820.0,-3,1.15,arenas
A5-10,426780.0,4578820.0,-2,1.15,arenas
A5-10,426780.0,4578820.0,-1,1,arcillas y limos
A5-10,426780.0,4578820.0,0,1,arcillas y limos
A5-10,426780.0,4578820.0,1,1,arcillas y limos
A5-10,426780.0,4578820.0,2,1,arcillas y limos
A5-10,426780.0,4578820.0,3,1,arcillas y limos
A5-10,426780.0,4578820.0,4,1,arcillas y limos
A5-10,426780.0,4578820.0,5,1,arcillas y limos
A5-10,426780.0,4578820.0,6,1,arcillas y limos
A5-11,425970.0,4580468.0,-30,S,
A5-11,425970.0,4580468.0,-25,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-24,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-23,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-22,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-21,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-20,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-19,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-18,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-17,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-16,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-15,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-14,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-13,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-12,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-11,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-10,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-9,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-8,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-7,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-6,7.0,gravillas y gravas
A5-11,425970.0,4580468.0,-5,0.16,arcillas y limos
A5-11,425970.0,4580468.0,-4,0.16,arcillas y limos
A5-11,425970.0,4580468.0,-3,0.16,arcillas y limos
A5-11,425970.0,4580468.0,-2,0.16,arcillas y limos
A5-11,425970.0,4580468.0,-1,0.16,arcillas y limos
A5-11,425970.0,4580468.0,0,0.16,arcillas y limos
A5-11,425970.0,4580468.0,1,0.16,arcillas y limos
A5-11,425970.0,4580468.0,2,0.16,arcillas y limos
A5-11,425970.0,4580468.0,3,0.16,arcillas y limos
A5-11,425970.0,4580468.0,4,0.16,arcillas y limos
A5-11,425970.0,4580468.0,5,0.16,arcillas y limos
A5-11,425970.0,4580468.0,6,0.16,arcillas y limos
A5-11,425970.0,4580468.0,7,0.16,arcillas y limos
A5-12,426830.0,4578930.0,-29,S,
A5-12,426830.0,4578930.0,-28,7,gravillas y gravas
